Role_ID,Industry,Human_Labor_Cost_hr,Tokens_per_Human_Hour,Inference_Cost_2026,Agent_Labor_Equivalent_Cost,Substitution_Elasticity,AI_Augmentation_Factor,Automation_Risk_Index,Hardware_CapEx_Sensitivity,Regulatory_Moat,Substitution_Year_Est,Industry_is_null,cost_ratio,Inference_Cost_2026_had_negative,Agent_Labor_Equivalent_Cost_had_negative,cost_ratio_had_negative,is_cost_outlier
ENR-057,Energy,55.0,73787.0,0.6196,0.0457,0.75,0.84,100,0.11,Med,2028,0,0.0112654545454545,0,0,0,0
FIN-061,Finance,72.0,115149.0,0.2146,0.0247,1.13,0.64,100,0.19,Low,2027,0,0.0029805555555555,0,0,0,0
TEL-045,Telecom,40.0,69979.0,0.2854,0.02,0.77,0.82,100,0.18,Med,2028,0,0.007135,0,0,0,0
LOG-036,Logistics,40.0,50044.0,0.077,0.0039,1.11,0.69,100,0.14,Med,2029,0,0.001925,0,0,0,0
TEL-065,Telecom,117.0,281611.0,0.6091,0.1715,0.97,0.39,98,0.54,Low,2027,0,0.0052059829059829,0,0,0,0
MLO-018,MLOps,66.0,75218.0,0.7511,0.0565,1.02,0.67,100,0.16,Low,2027,0,0.011380303030303,0,0,0,0
MFG-025,Manufacturing,39.0,87618.0,0.074,0.0065,1.35,0.67,100,0.28,Low,2026,0,0.0018974358974358,0,0,0,0
FIN-011,Finance,105.0,261513.0,0.1533,0.0401,1.04,0.66,100,0.47,Med,2029,0,0.00146,0,0,0,0
LOG-009,Logistics,82.0,164819.0,0.0701,0.0116,1.04,0.65,100,0.51,Med,2029,0,0.0008548780487804,0,0,0,0
CON-022,Consulting,97.0,164079.0,0.611,0.1003,0.71,0.61,100,0.24,Low,2029,0,0.0062989690721649,0,0,0,0
FIN-066,Finance,66.0,113692.0,0.269,0.0306,0.86,1.0,100,0.16,High,2033,0,0.0040757575757575,0,0,0,0
LOG-058,Logistics,61.0,86556.0,0.0479,0.0041,1.26,0.43,100,0.3,Low,2027,0,0.0007852459016393,0,0,0,0
LOG-062,Logistics,27.0,43803.0,0.0652,0.0029,1.19,0.81,100,0.07,Med,2028,0,0.0024148148148148,0,0,0,0
GOV-040,Government,68.0,211094.0,0.1191,0.0251,1.04,0.84,100,0.35,High,2031,0,0.0017514705882352,0,0,0,0
CON-056,Consulting,106.0,221052.0,0.6552,0.1448,0.88,0.74,89,0.4,Low,2028,0,0.0061811320754716,0,0,0,0
LEG-060,Legal,76.0,174820.0,0.0742,0.013,1.16,0.72,100,0.38,Med,2030,0,0.0009763157894736,0,0,0,0
EDU-049,Education,55.0,135120.0,0.2706,0.0366,0.62,0.65,100,0.23,Med,2028,0,0.00492,0,0,0,0
RET-042,Retail,48.0,83579.0,0.0373,0.0031,1.17,0.46,100,0.42,Low,2028,0,0.0007770833333333,0,0,0,0
GOV-056,Government,72.0,154470.0,0.34,0.0525,0.92,0.79,100,0.24,High,2031,0,0.0047222222222222,0,0,0,0
TEL-029,Telecom,74.0,112352.0,0.117,0.0131,1.25,0.47,100,0.39,Med,2028,0,0.001581081081081,0,0,0,0
HLT-009,Healthcare,98.0,236139.0,0.4113,0.0971,0.66,0.99,100,0.23,High,2031,0,0.0041969387755102,0,0,0,0
HLT-067,Healthcare,127.0,278204.0,0.2171,0.0604,0.97,0.87,100,0.14,High,2031,0,0.0017094488188976,0,0,0,0
LEG-038,Legal,112.0,224742.0,0.3252,0.0731,1.06,0.89,100,0.06,High,2030,0,0.0029035714285714,0,0,0,0
GOV-006,Government,55.0,129779.0,0.1521,0.0197,1.0,0.9,100,0.24,High,2030,0,0.0027654545454545,0,0,0,0
HLT-034,Healthcare,69.0,164715.0,0.7011,0.1155,0.79,1.0,51,0.15,High,2030,0,0.0101608695652173,0,0,0,0
LOG-002,Logistics,34.0,42202.0,0.3387,0.0143,1.03,0.69,100,0.36,Low,2027,0,0.0099617647058823,0,0,0,0
MFG-020,Manufacturing,53.0,102458.0,0.0372,0.0038,1.13,0.55,100,0.36,Low,2028,0,0.0007018867924528,0,0,0,0
TEL-011,Telecom,52.0,104594.0,0.3563,0.0373,1.08,0.8,100,0.17,Med,2028,0,0.006851923076923,0,0,0,0
REL-001,Real Estate,71.0,104908.0,0.3829,0.0402,0.87,0.85,100,0.19,High,2031,0,0.0053929577464788,0,0,0,0
FIN-040,Finance,108.0,168186.0,0.7868,0.1323,0.85,0.95,83,0.26,High,2032,0,0.0072851851851851,0,0,0,0
GOV-013,Government,36.0,79019.0,0.2941,0.0232,0.96,0.78,100,0.14,Med,2027,0,0.0081694444444444,0,0,0,0
EDU-019,Education,28.0,66026.0,0.105,0.0069,0.94,0.75,100,0.33,Med,2028,0,0.00375,0,0,0,0
RET-035,Retail,35.0,53468.0,0.0834,0.0045,1.21,0.97,100,0.23,High,2030,0,0.0023828571428571,0,0,0,0
CRE-031,Creative,52.0,296978.0,0.3552,0.1055,0.91,0.53,49,0.22,Low,2028,0,0.0068307692307692,0,0,0,0
LEG-029,Legal,155.0,322571.0,0.2127,0.0686,0.85,0.76,100,0.51,High,2030,0,0.0013722580645161,0,0,0,0
CON-043,Consulting,105.0,128464.0,0.762,0.0979,0.91,0.59,100,0.31,Low,2026,0,0.0072571428571428,0,0,0,0
EDU-047,Education,40.0,90441.0,0.1265,0.0114,0.81,0.96,100,0.07,High,2029,0,0.0031625,0,0,0,0
GOV-047,Government,37.0,57105.0,0.1,0.0057,0.78,0.98,100,0.19,High,2031,0,0.0027027027027027,0,0,0,0
CON-080,Consulting,93.0,161306.0,0.1731,0.0279,0.96,0.55,100,0.3,Low,2028,0,0.0018612903225806,0,0,0,0
LOG-065,Logistics,76.0,151256.0,0.1138,0.0172,1.1,0.4,100,0.51,Low,2026,0,0.0014973684210526,0,0,0,0
LEG-064,Legal,165.0,410486.0,0.4477,0.1838,0.86,0.88,100,0.36,High,2029,0,0.0027133333333333,0,0,0,0
REL-057,Real Estate,72.0,127713.0,0.5211,0.0666,0.96,0.64,100,0.34,Med,2028,0,0.0072375,0,0,0,0
LOG-022,Logistics,60.0,158960.0,0.1209,0.0192,1.03,0.62,100,0.45,Med,2028,0,0.002015,0,0,0,0
LEG-051,Legal,178.0,364420.0,0.2729,0.0995,0.6,0.51,100,0.58,Med,2027,0,0.0015331460674157,0,0,0,0
FIN-035,Finance,138.0,289461.0,0.0823,0.0238,0.99,0.94,100,0.36,High,2030,0,0.0005963768115942,0,0,0,0
CON-010,Consulting,177.0,317650.0,0.1312,0.0417,1.2,0.53,100,0.53,Med,2028,0,0.0007412429378531,0,0,0,0
RET-022,Retail,37.0,77849.0,0.1853,0.0144,0.84,0.51,100,0.32,Low,2028,0,0.0050081081081081,0,0,0,0
GOV-025,Government,58.0,150118.0,0.1039,0.0156,1.07,0.9,100,0.26,High,2030,0,0.0017913793103448,0,0,0,0
REL-009,Real Estate,105.0,133936.0,0.0933,0.0125,1.23,0.75,100,0.42,High,2031,0,0.0008885714285714,0,0,0,0
CRE-013,Creative,96.0,435108.0,0.1609,0.07,0.67,0.5,100,0.39,Low,2027,0,0.0016760416666666,0,0,0,0
RET-077,Retail,25.0,43680.0,0.053,0.0023,1.02,0.63,100,0.32,Low,2027,0,0.00212,0,0,0,0
MLO-009,MLOps,88.0,138722.0,0.3137,0.0435,0.85,0.59,100,0.28,Low,2027,0,0.0035647727272727,0,0,0,0
UNKNOWN,Manufacturing,50.0,107296.0,0.049,0.0053,0.81,0.63,100,0.3,Low,2027,0,0.00098,0,0,0,0
HLT-006,Healthcare,167.0,198817.0,0.7074,0.1406,0.99,0.87,100,0.12,High,2031,0,0.0042359281437125,0,0,0,0
RET-015,Retail,31.0,63065.0,0.201,0.0127,1.16,0.69,100,0.19,Low,2028,0,0.0064838709677419,0,0,0,0
ENR-049,Energy,158.0,422237.0,0.4464,0.1885,0.97,0.2,100,0.86,Low,2027,0,0.0028253164556962,0,0,0,0
EDU-023,Education,50.0,120482.0,0.1103,0.0133,1.17,0.59,100,0.28,Med,2029,0,0.002206,0,0,0,0
INS-033,Insurance,47.0,95887.0,0.2456,0.0235,1.12,1.0,100,0.01,High,2033,0,0.0052255319148936,0,0,0,0
HLT-028,Healthcare,167.0,359230.0,0.3379,0.1214,0.82,0.84,100,0.41,High,2030,0,0.0020233532934131,0,0,0,0
TEL-005,Telecom,55.0,108348.0,0.3036,0.0329,0.62,0.67,100,0.29,Med,2029,0,0.00552,0,0,0,0
REL-002,Real Estate,48.0,69234.0,0.6782,0.047,0.67,0.97,100,0.08,Med,2028,0,0.0141291666666666,0,0,0,0
FIN-073,Finance,124.0,188300.0,0.4032,0.0759,0.41,0.73,100,0.36,High,2031,0,0.0032516129032258,0,0,0,0
TEL-063,Telecom,53.0,114381.0,0.2561,0.0293,0.77,0.62,100,0.16,Med,2030,0,0.0048320754716981,0,0,0,0
LOG-050,Logistics,49.0,85626.0,0.2044,0.0175,1.03,0.51,100,0.24,Low,2028,0,0.0041714285714285,0,0,0,0
CRE-073,Creative,50.0,234853.0,0.3101,0.0728,0.79,0.64,93,0.24,Low,2027,0,0.006202,0,0,0,0
HLT-005,Healthcare,121.0,257722.0,0.1324,0.0341,0.79,0.82,100,0.23,High,2030,0,0.001094214876033,0,0,0,0
CRE-055,Creative,114.0,442125.0,0.2537,0.1122,0.86,0.57,100,0.47,Low,2028,0,0.0022254385964912,0,0,0,0
RET-002,Retail,55.0,77077.0,0.2873,0.0221,1.0,0.96,100,0.18,High,2032,0,0.0052236363636363,0,0,0,0
HLT-030,Healthcare,125.0,238006.0,0.1094,0.026,0.96,0.79,100,0.19,Med,2028,0,0.0008752,0,0,0,0
REL-014,Real Estate,56.0,71151.0,0.1461,0.0104,0.79,0.64,100,0.24,Med,2028,0,0.0026089285714285,0,0,0,0
CRE-007,Creative,112.0,456553.0,0.5407,0.2469,0.77,0.4,68,0.61,Low,2026,0,0.0048276785714285,0,0,0,0
LOG-026,Logistics,52.0,73493.0,0.1582,0.0116,1.1,0.71,100,0.32,Med,2030,0,0.0030423076923076,0,0,0,0
CRE-015,Creative,107.0,540386.0,0.3805,0.2056,0.74,0.93,60,0.49,High,2029,0,0.0035560747663551,0,0,0,0
REL-078,Real Estate,71.0,135464.0,0.1317,0.0178,0.9,0.73,100,0.33,Med,2027,0,0.0018549295774647,0,0,0,0
INS-034,Insurance,53.0,102701.0,0.1003,0.0103,0.78,1.0,100,0.08,High,2031,0,0.0018924528301886,0,0,0,0
CRE-065,Creative,100.0,482640.0,0.1772,0.0855,1.05,0.48,100,0.43,Low,2026,0,0.001772,0,0,0,0
CRE-057,Creative,72.0,282691.0,0.437,0.1235,0.86,0.52,80,0.46,Low,2029,0,0.0060694444444444,0,0,0,0
REL-047,Real Estate,48.0,82785.0,0.344,0.0285,0.97,0.97,100,0.22,High,2030,0,0.0071666666666666,0,0,0,0
TEL-010,Telecom,85.0,205381.0,0.3322,0.0682,0.79,0.82,100,0.52,High,2031,0,0.0039082352941176,0,0,0,0
LOG-006,Logistics,62.0,119294.0,0.0984,0.0117,1.02,0.66,100,0.25,Low,2027,0,0.0015870967741935,0,0,0,0
GOV-063,Government,49.0,104198.0,0.1113,0.0116,1.11,0.85,100,0.2,High,2029,0,0.0022714285714285,0,0,0,0
LOG-027,Logistics,78.0,100356.0,0.066,0.0066,0.98,0.33,100,0.38,Med,2029,0,0.0008461538461538,0,0,0,0
CON-017,Consulting,114.0,200095.0,0.297,0.0594,0.9,0.42,100,0.31,Low,2028,0,0.0026052631578947,0,0,0,0
GOV-009,Government,83.0,160835.0,0.0946,0.0152,0.69,0.2,100,0.52,Low,2026,0,0.0011397590361445,0,0,0,0
ENR-007,Energy,56.0,104415.0,0.3606,0.0377,0.82,0.95,100,0.24,High,2031,0,0.0064392857142857,0,0,0,0
HLT-042,Healthcare,185.0,323871.0,0.6536,0.2117,0.9,0.44,100,0.31,Low,2028,0,0.0035329729729729,0,0,0,0
MLO-065,MLOps,127.0,227492.0,0.2427,0.0552,1.02,0.48,100,0.43,Low,2026,0,0.0019110236220472,0,0,0,0
HLT-065,Healthcare,121.0,228014.0,0.724,0.1651,0.72,0.8,93,0.25,High,2030,0,0.0059834710743801,0,0,0,0
LEG-049,Legal,114.0,270385.0,0.7408,0.2003,1.07,0.91,64,0.24,High,2030,0,0.006498245614035,0,0,0,0
LEG-037,Legal,90.0,193622.0,0.3307,0.064,0.88,0.97,100,0.2,Med,2028,0,0.0036744444444444,0,0,0,0
CRE-053,Creative,47.0,229965.0,0.1821,0.0419,0.83,1.0,100,0.13,High,2032,0,0.0038744680851063,0,0,0,0
HLT-059,Healthcare,124.0,254153.0,0.1516,0.0385,1.06,0.95,100,0.38,High,2032,0,0.0012225806451612,0,0,0,0
CRE-079,Creative,64.0,289048.0,0.4071,0.1177,0.69,0.63,61,0.35,Low,2026,0,0.0063609375,0,0,0,0
REL-068,Real Estate,69.0,88486.0,0.3439,0.0304,1.09,1.0,100,0.22,High,2032,0,0.0049840579710144,0,0,0,0
LEG-027,Legal,159.0,333242.0,0.2606,0.0868,0.96,0.82,100,0.34,Med,2029,0,0.0016389937106918,0,0,0,0
MFG-077,Manufacturing,23.0,32224.0,0.0717,0.0023,0.99,0.87,100,0.16,Unknown,2029,0,0.0031173913043478,0,0,0,0
ENR-048,Energy,95.0,184329.0,0.2212,0.0408,0.84,0.74,100,0.37,High,2031,0,0.0023284210526315,0,0,0,0
LOG-031,Logistics,52.0,92714.0,0.7028,0.0652,0.9,0.71,100,0.24,Med,2029,0,0.0135153846153846,0,0,0,0
RET-009,Retail,34.0,70174.0,0.0625,0.0044,0.97,0.9,100,0.25,High,2030,0,0.0018382352941176,0,0,0,0
INS-072,Insurance,85.0,142579.0,0.2691,0.0384,0.99,0.98,100,0.01,High,2029,0,0.0031658823529411,0,0,0,0
MFG-024,Manufacturing,40.0,90906.0,0.0307,0.0028,1.17,0.59,100,0.41,Low,2029,0,0.0007675,0,0,0,0
CON-038,Consulting,84.0,194744.0,0.0703,0.0137,1.36,0.58,100,0.34,Low,2029,0,0.0008369047619047,0,0,0,0
MFG-031,Manufacturing,37.0,53756.0,0.2641,0.0142,1.01,0.5,100,0.48,Low,2027,0,0.0071378378378378,0,0,0,0
TEL-019,Telecom,43.0,111205.0,0.2644,0.0294,0.82,0.94,100,0.17,Med,2030,0,0.0061488372093023,0,0,0,0
EDU-059,Education,44.0,109224.0,0.1118,0.0122,0.86,0.81,100,0.21,Med,2029,0,0.002540909090909,0,0,0,0
GOV-048,Government,114.0,251251.0,0.2404,0.0604,1.07,0.44,100,0.53,High,2029,0,0.0021087719298245,0,0,0,0
CRE-026,Creative,82.0,367610.0,0.742,0.2728,0.73,0.77,25,0.32,Low,2028,0,0.0090487804878048,0,0,0,0
MLO-060,MLOps,114.0,192918.0,0.2124,0.041,1.03,0.82,100,0.41,High,2029,0,0.0018631578947368,0,0,0,0
FIN-025,Finance,112.0,228622.0,0.2057,0.047,0.93,0.81,100,0.28,Med,2030,0,0.0018366071428571,0,0,0,0
LOG-060,Logistics,44.0,88170.0,0.0968,0.0085,1.11,0.71,100,0.39,Med,2029,0,0.0022,0,0,0,0
RET-043,Retail,39.0,63267.0,0.0418,0.0026,0.68,0.42,100,0.34,Low,2028,0,0.0010717948717948,0,0,0,0
RET-052,Retail,42.0,96088.0,0.1888,0.0181,0.8,0.56,100,0.44,Low,2027,0,0.004495238095238,0,0,0,0
UNKNOWN,Retail,37.0,77849.0,0.1853,0.0144,0.84,0.51,100,0.32,Low,2028,0,0.0050081081081081,0,0,0,0
LOG-021,Logistics,31.0,38896.0,0.6118,0.0238,0.96,0.58,100,0.2,Low,2028,0,0.0197354838709677,0,0,0,0
CON-031,Consulting,148.0,305444.0,0.3134,0.0957,0.64,0.95,100,0.34,High,2031,0,0.0021175675675675,0,0,0,0
FIN-053,Finance,115.0,236950.0,0.3579,0.0848,0.61,0.52,100,0.48,Low,2027,0,0.0031121739130434,0,0,0,0
MLO-061,MLOps,103.0,150137.0,0.1073,0.0161,1.01,0.39,100,0.54,Low,2026,0,0.0010417475728155,0,0,0,0
GOV-032,Government,62.0,159741.0,0.3111,0.0497,0.93,0.77,100,0.38,Med,2029,0,0.0050177419354838,0,0,0,0
RET-057,Retail,53.0,98404.0,0.0306,0.003,1.09,0.6,100,0.4,Med,2029,0,0.000577358490566,0,0,0,0
HLT-045,Healthcare,108.0,241731.0,0.5019,0.1213,0.9,0.82,100,0.25,High,2030,0,0.0046472222222222,0,0,0,0
REL-005,Real Estate,101.0,197199.0,0.2309,0.0455,0.88,0.32,100,0.51,Low,2028,0,0.0022861386138613,0,0,0,0
MFG-017,Manufacturing,44.0,60276.0,0.0681,0.0041,0.77,0.83,100,0.29,Med,2030,0,0.0015477272727272,0,0,0,0
MFG-035,Manufacturing,28.0,53640.0,0.2167,0.0116,0.8,0.89,100,0.12,High,2031,0,0.0077392857142857,0,0,0,0
MFG-036,Manufacturing,27.0,50116.0,0.0442,0.0022,0.97,0.6,100,0.14,Low,2028,0,0.001637037037037,0,0,0,0
LOG-044,Logistics,55.0,99605.0,0.0514,0.0051,0.84,0.65,100,0.39,Med,2028,0,0.0009345454545454,0,0,0,0
CON-075,Consulting,54.0,89732.0,0.501,0.045,0.74,0.93,100,0.08,High,2032,0,0.0092777777777777,0,0,0,0
REL-035,Real Estate,63.0,100679.0,0.1959,0.0197,0.77,0.96,100,0.14,Med,2030,0,0.0031095238095238,0,0,0,0
GOV-076,Government,54.0,127795.0,0.1644,0.021,1.11,0.98,100,0.21,High,2030,0,0.0030444444444444,0,0,0,0
INS-023,Insurance,86.0,194251.0,0.0954,0.0185,0.7,1.0,100,0.21,High,2032,0,0.0011093023255813,0,0,0,0
GOV-008,Government,69.0,172792.0,0.5074,0.0877,0.83,0.78,99,0.39,Med,2029,0,0.0073536231884057,0,0,0,0
HLT-036,Healthcare,131.0,312492.0,0.1961,0.0613,0.92,0.58,100,0.45,Med,2029,0,0.0014969465648854,0,0,0,0
MFG-041,Manufacturing,28.0,39401.0,0.0721,0.0028,0.97,0.95,100,0.17,High,2029,0,0.002575,0,0,0,0
EDU-036,Education,40.0,95407.0,0.1529,0.0146,0.99,0.65,100,0.28,Med,2029,0,0.0038225,0,0,0,0
GOV-053,Government,52.0,117905.0,0.054,0.0064,1.14,0.89,100,0.11,High,2031,0,0.0010384615384615,0,0,0,0
LOG-067,Logistics,51.0,78844.0,0.3487,0.0275,0.9,0.58,100,0.38,Low,2028,0,0.0068372549019607,0,0,0,0
ENR-056,Energy,109.0,205128.0,0.7812,0.1602,1.04,0.55,94,0.25,Low,2027,0,0.0071669724770642,0,0,0,0
LEG-045,Legal,170.0,354813.0,0.1112,0.0395,0.96,0.78,100,0.46,High,2032,0,0.0006541176470588,0,0,0,0
CON-058,Consulting,128.0,334531.0,0.543,0.1817,0.77,0.64,93,0.41,Low,2027,0,0.0042421875,0,0,0,0
FIN-056,Finance,127.0,302076.0,0.2033,0.0614,0.58,0.74,100,0.55,Med,2029,0,0.0016007874015748,0,0,0,0
EDU-034,Education,39.0,95813.0,0.1846,0.0177,0.66,0.79,100,0.22,Med,2027,0,0.0047333333333333,0,0,0,0
GOV-042,Government,68.0,152984.0,0.1458,0.0223,0.79,0.88,100,0.37,High,2031,0,0.0021441176470588,0,0,0,0
CRE-003,Creative,95.0,413789.0,0.7499,0.3103,0.77,0.61,41,0.46,Low,2027,0,0.0078936842105263,0,0,0,0
RET-051,Retail,56.0,108627.0,0.0321,0.0035,1.06,0.52,100,0.57,Med,2027,0,0.0005732142857142,0,0,0,0
RET-078,Retail,33.0,55828.0,0.0489,0.0027,0.98,0.86,100,0.11,High,2032,0,0.0014818181818181,0,0,0,0
EDU-078,Education,44.0,102722.0,0.1827,0.0188,0.78,0.9,100,0.28,High,2030,0,0.0041522727272727,0,0,0,0
ENR-054,Energy,67.0,115448.0,0.7442,0.0859,0.36,0.5,93,0.25,Low,2028,0,0.0111074626865671,0,0,0,0
REL-073,Real Estate,59.0,110839.0,0.0974,0.0108,1.1,1.0,100,0.2,High,2031,0,0.0016508474576271,0,0,0,0
MLO-057,MLOps,116.0,217232.0,0.5703,0.1239,0.89,0.53,100,0.47,Low,2028,0,0.0049163793103448,0,0,0,0
EDU-054,Education,42.0,113303.0,0.1313,0.0149,0.92,0.58,100,0.22,Low,2028,0,0.0031261904761904,0,0,0,0
RET-070,Retail,32.0,58043.0,0.7996,0.0464,0.77,0.69,76,0.34,Low,2029,0,0.0249875,0,0,0,0
MLO-020,MLOps,104.0,127300.0,0.2187,0.0278,1.06,0.45,100,0.41,Low,2027,0,0.0021028846153846,0,0,0,0
MLO-072,MLOps,99.0,118201.0,0.0818,0.0097,1.21,0.49,100,0.27,Low,2027,0,0.0008262626262626,0,0,0,0
INS-071,Insurance,96.0,187144.0,0.2029,0.038,0.87,0.5,100,0.44,Low,2029,0,0.0021135416666666,0,0,0,0
MFG-028,Unknown,51.0,127349.0,0.0326,0.0042,1.13,0.5,100,0.48,Low,2026,0,0.0006392156862745,0,0,0,0
LOG-016,Unknown,59.0,98450.0,0.3431,0.0338,1.29,0.54,100,0.39,Low,2028,0,0.0058152542372881,0,0,0,0
MLO-033,MLOps,178.0,278893.0,0.2767,0.0772,0.86,0.67,100,0.54,High,2032,0,0.0015544943820224,0,0,0,0
INS-011,Insurance,107.0,257257.0,0.2656,0.0683,0.94,1.0,100,0.44,High,2032,0,0.0024822429906542,0,0,0,0
HLT-060,Healthcare,151.0,237855.0,0.2715,0.0646,0.98,1.0,100,0.24,High,2032,0,0.0017980132450331,0,0,0,0
CRE-008,Creative,105.0,533937.0,0.0607,0.0324,1.02,0.73,100,0.43,Med,2029,0,0.0005780952380952,0,0,0,0
CON-005,Consulting,70.0,131008.0,0.4639,0.0608,1.23,0.69,100,0.22,Med,2027,0,0.0066271428571428,0,0,0,0
MFG-073,Manufacturing,57.0,116514.0,0.1315,0.0153,1.03,0.55,100,0.46,Low,2028,0,0.0023070175438596,0,0,0,0
ENR-026,Energy,104.0,229894.0,0.2267,0.0521,0.82,0.89,100,0.34,High,2029,0,0.0021798076923076,0,0,0,0
TEL-004,Telecom,46.0,97087.0,0.2801,0.0272,1.03,0.62,100,0.25,Low,2028,0,0.0060891304347826,0,0,0,0
REL-011,Real Estate,67.0,127040.0,0.1261,0.016,0.95,0.85,100,0.24,High,2030,0,0.0018820895522388,0,0,0,0
CON-020,Consulting,104.0,215906.0,0.6471,0.1397,1.05,0.5,99,0.38,Low,2026,0,0.0062221153846153,0,0,0,0
LEG-024,Legal,171.0,311090.0,0.3833,0.1192,0.73,0.85,100,0.35,Unknown,2030,0,0.0022415204678362,0,0,0,0
FIN-019,Finance,101.0,216756.0,0.7772,0.1685,0.78,0.64,71,0.37,Med,2028,0,0.0076950495049504,0,0,0,0
REL-079,Real Estate,106.0,169232.0,0.2789,0.0472,1.09,0.79,100,0.35,High,2031,0,0.0026311320754716,0,0,0,0
RET-055,Retail,30.0,44861.0,0.3322,0.0149,1.1,0.73,100,0.23,Low,2027,0,0.0110733333333333,0,0,0,0
GOV-071,Government,61.0,149152.0,0.2953,0.044,0.95,0.81,100,0.26,High,2032,0,0.0048409836065573,0,0,0,0
INS-076,Insurance,87.0,162457.0,0.0793,0.0129,1.08,0.67,100,0.42,Med,2027,0,0.0009114942528735,0,0,0,0
CRE-032,Creative,111.0,534047.0,0.2872,0.1534,0.9,0.34,100,0.62,Low,2027,0,0.0025873873873873,0,0,0,0
EDU-018,Education,56.0,171188.0,0.2493,0.0427,0.91,0.63,100,0.37,Low,2027,0,0.0044517857142857,0,0,0,0
GOV-029,Government,63.0,143153.0,0.3182,0.0456,0.84,1.0,100,0.41,High,2032,0,0.0050507936507936,0,0,0,0
LEG-047,Legal,57.0,106229.0,0.4118,0.0437,0.97,0.95,100,0.1,High,2030,0,0.0072245614035087,0,0,0,0
EDU-063,Education,49.0,93922.0,0.0677,0.0064,0.82,0.76,100,0.3,Med,2028,0,0.0013816326530612,0,0,0,0
LOG-052,Logistics,44.0,75441.0,0.2286,0.0172,0.83,0.99,100,0.08,High,2031,0,0.0051954545454545,0,0,0,0
EDU-009,Education,54.0,158986.0,0.0691,0.011,0.81,0.8,100,0.25,Unknown,2029,0,0.0012796296296296,0,0,0,0
LEG-066,Legal,60.0,115951.0,0.4177,0.0484,0.66,1.0,100,0.1,High,2030,0,0.0069616666666666,0,0,0,0
GOV-022,Government,76.0,141920.0,0.1912,0.0271,0.92,0.73,100,0.33,Med,2028,0,0.0025157894736842,0,0,0,0
GOV-018,Government,31.0,48815.0,0.7512,0.0367,0.76,0.94,94,0.11,High,2029,0,0.0242322580645161,0,0,0,0
MFG-010,Manufacturing,23.0,29352.0,0.0812,0.0024,0.84,0.81,100,0.25,Med,2028,0,0.0035304347826086,0,0,0,0
MLO-077,MLOps,127.0,177829.0,0.1455,0.0259,1.06,0.53,100,0.3,Low,2029,0,0.0011456692913385,0,0,0,0
HLT-007,Healthcare,46.0,141295.0,0.7708,0.1089,1.02,0.81,49,0.27,Low,2026,0,0.0167565217391304,0,0,0,0
MFG-030,Manufacturing,42.0,73446.0,0.033,0.0024,0.76,0.79,100,0.23,Med,2028,0,0.0007857142857142,0,0,0,0
CON-072,Consulting,134.0,246218.0,0.2222,0.0547,0.7,0.53,100,0.44,Low,2028,0,0.0016582089552238,0,0,0,0
MFG-070,Manufacturing,34.0,67368.0,0.1617,0.0109,0.92,0.76,100,0.14,Med,2030,0,0.0047558823529411,0,0,0,0
ENR-068,Energy,69.0,94855.0,0.3604,0.0342,0.92,1.0,100,0.08,High,2031,0,0.0052231884057971,0,0,0,0
LEG-008,Legal,155.0,286572.0,0.2032,0.0582,0.84,0.61,100,0.67,Med,2029,0,0.0013109677419354,0,0,0,0
CRE-014,Creative,80.0,373749.0,0.3357,0.1255,0.92,0.65,85,0.44,Med,2027,0,0.00419625,0,0,0,0
FIN-018,Finance,158.0,367892.0,0.2212,0.0814,0.82,0.53,100,0.58,Low,2027,0,0.0014,0,0,0,0
MFG-074,Manufacturing,39.0,70532.0,0.2699,0.019,1.07,0.7,100,0.22,Low,2028,0,0.0069205128205128,0,0,0,0
INS-025,Insurance,71.0,157761.0,0.2807,0.0443,0.92,0.95,100,0.33,High,2032,0,0.0039535211267605,0,0,0,0
FIN-055,Finance,111.0,211441.0,0.5099,0.1078,0.57,0.51,100,0.4,Low,2027,0,0.0045936936936936,0,0,0,0
REL-016,Real Estate,100.0,173904.0,0.4334,0.0754,1.13,0.63,100,0.51,Med,2027,0,0.004334,0,0,0,0
REL-072,Real Estate,82.0,159119.0,0.1646,0.0262,0.86,0.73,100,0.43,Med,2028,0,0.0020073170731707,0,0,0,0
LOG-019,Logistics,58.0,97725.0,0.0642,0.0063,1.13,0.7,100,0.19,Med,2028,0,0.0011068965517241,0,0,0,0
MLO-012,MLOps,115.0,136012.0,0.0629,0.0086,0.87,0.74,100,0.27,Med,2030,0,0.0005469565217391,0,0,0,0
FIN-069,Finance,177.0,310592.0,0.504,0.1565,0.5,0.74,100,0.36,High,2030,0,0.0028474576271186,0,0,0,0
LOG-004,Logistics,37.0,54567.0,0.0375,0.002,1.03,0.72,100,0.29,Unknown,2028,0,0.0010135135135135,0,0,0,0
TEL-068,Telecom,80.0,164485.0,0.0952,0.0157,1.17,0.69,100,0.34,Med,2028,0,0.00119,0,0,0,0
INS-030,Insurance,82.0,144825.0,0.1457,0.0211,0.87,0.6,100,0.29,Unknown,2026,0,0.0017768292682926,0,0,0,0
FIN-007,Finance,117.0,165572.0,0.1096,0.0181,0.83,0.46,100,0.3,Low,2026,0,0.0009367521367521,0,0,0,0
UNKNOWN,Energy,98.0,272528.0,0.7862,0.2143,0.89,0.52,64,0.56,Low,2028,0,0.0080224489795918,0,0,0,0
